Datum,Sonnenaufgang,Sonnenuntergang,Tageslaenge,Niederschlag (l/m^2),Sonnenschein (h),Schneehoehe (cm),Sonnenschein (%),Tageslaenge (dezimal)
2017-01-18,8:27:19,16:32:55,08:05:36,0,0,-,0,8.08
2017-01-19,8:26:05,16:34:45,08:08:40,0,0,-,0,8.13
2017-01-20,8:24:48,16:36:37,08:11:49,0,0,-,0,8.18
2017-01-21,8:23:29,16:38:29,08:15:00,0,0.2,-,0.024242424,8.25
2017-01-22,8:22:07,16:40:23,08:18:16,0,0,-,0,8.3
2017-01-23,8:20:42,16:42:18,08:21:36,0,0.4,-,0.047904192,8.35
2017-01-24,8:19:15,16:44:14,08:24:59,0,0,-,0,8.4
2017-01-25,8:17:45,16:46:11,08:28:26,0,0,-,0,8.47
2017-01-26,8:16:12,16:48:08,08:31:56,0,0.8,-,0.093896714,8.52
2017-01-27,8:14:38,16:50:07,08:35:29,0,7.1,-,0.827505828,8.58
2017-01-28,8:13:00,16:52:06,08:39:06,0.7,5.9,-,0.682080925,8.65
2017-01-29,8:11:21,16:54:06,08:42:45,1.7,0,-,0,8.7
2017-01-30,8:09:39,16:56:06,08:46:27,4.9,0,-,0,8.77
2017-01-31,8:07:56,16:58:07,08:50:11,0,0.1,-,0.011325028,8.83
2017-02-01,8:06:10,17:00:08,08:53:58,0,0,-,0,8.88
2017-02-02,8:04:22,17:02:10,08:57:48,0.5,0,-,0,8.95
2017-02-03,8:02:32,17:04:12,09:01:40,1.1,0,-,0,9.02
2017-02-04,8:00:41,17:06:14,09:05:33,0.1,0.2,-,0.022026432,9.08
2017-02-05,7:58:47,17:08:17,09:09:30,1.1,0,-,0,9.15
2017-02-06,7:56:52,17:10:19,09:13:27,0,0.2,-,0.021691974,9.22
2017-02-07,7:54:55,17:12:22,09:17:27,0.6,0,-,0,9.28
2017-02-08,7:52:57,17:14:25,09:21:28,0,0,-,0,9.35
2017-02-09,7:50:56,17:16:28,09:25:32,0,0,-,0,9.42
2017-02-10,7:48:55,17:18:31,09:29:36,0,0.2,-,0.021097046,9.48
2017-02-11,7:46:51,17:20:34,09:33:43,0,0,-,0,9.55
2017-02-12,7:44:47,17:22:37,09:37:50,0,0,-,0,9.62
2017-02-13,7:42:40,17:24:39,09:41:59,0,7.1,-,0.733471074,9.68
2017-02-14,7:40:33,17:26:42,09:46:09,0,5.2,-,0.532241556,9.77
2017-02-15,7:38:24,17:28:45,09:50:21,0,7.7,-,0.783316378,9.83
2017-02-16,7:36:14,17:30:47,09:54:33,2.1,1.6,-,0.161616162,9.9
2017-02-17,7:34:03,17:32:49,09:58:46,0.3,0.3,-,0.030090271,9.97
2017-02-18,7:31:50,17:34:51,10:03:01,0.2,0,-,0,10.05
2017-02-19,7:29:37,17:36:53,10:07:16,1.2,0,-,0,10.12
2017-02-20,7:27:22,17:38:54,10:11:32,2.1,0,-,0,10.18
2017-02-21,7:25:07,17:40:55,10:15:48,14.9,3.4,-,0.331707317,10.25
2017-02-22,7:22:50,17:42:56,10:20:06,2.3,0.9,-,0.087124879,10.33
2017-02-23,7:20:32,17:44:57,10:24:25,17.3,0,-,0,10.4
2017-02-24,7:18:14,17:46:57,10:28:43,0.3,6,-,0.573065903,10.47
2017-02-25,7:15:55,17:48:57,10:33:02,6.9,0,-,0,10.55
2017-02-26,7:13:34,17:50:57,10:37:23,3.2,0,-,0,10.62
2017-02-27,7:11:13,17:52:57,10:41:44,0.3,0,-,0,10.68
2017-02-28,7:08:52,17:54:56,10:46:04,4,2.1,-,0.194986072,10.77
2017-03-01,7:06:29,17:56:55,10:50:26,1.3,1.3,-,0.120036934,10.83
2017-03-02,7:04:06,17:58:53,10:54:47,1.4,2.9,-,0.266055046,10.9
2017-03-03,7:01:42,18:00:52,10:59:10,0.2,6.9,-,0.628415301,10.98
2017-03-04,6:59:18,18:02:50,11:03:32,0.2,0.8,-,0.07239819,11.05
2017-03-05,6:56:53,18:04:47,11:07:54,2.4,0.2,-,0.017985612,11.12
2017-03-06,6:54:27,18:06:45,11:12:18,0,0,-,0,11.2
2017-03-07,6:52:01,18:08:42,11:16:41,0,0,-,0,11.27
2017-03-08,6:49:34,18:10:39,11:21:05,0.3,0.5,-,0.044052863,11.35
2017-03-09,6:47:07,18:12:36,11:25:29,3,0.4,-,0.03502627,11.42
2017-03-10,6:44:40,18:14:32,11:29:52,0,5.3,-,0.461672474,11.48
2017-03-11,6:42:12,18:16:28,11:34:16,0,6,-,0.518582541,11.57
2017-03-12,6:39:44,18:18:24,11:38:40,0,2.3,-,0.197764402,11.63
2017-03-13,6:37:16,18:20:20,11:43:04,0,1.2,-,0.102389078,11.72
2017-03-14,6:34:47,18:22:15,11:47:28,0.2,2.1,-,0.178268251,11.78
2017-03-15,6:32:18,18:24:10,11:51:52,0,9.6,-,0.810126582,11.85
2017-03-16,6:29:49,18:26:06,11:56:17,0,3.7,-,0.310142498,11.93
2017-03-17,6:27:19,18:28:00,12:00:41,12.3,1.8,-,0.15,12
2017-03-18,6:24:50,18:29:55,12:05:05,0.5,4.6,-,0.380794702,12.08
2017-03-19,6:22:20,18:31:50,12:09:30,14.9,0,-,0,12.15
2017-03-20,6:19:50,18:33:44,12:13:54,12,0.2,-,0.016366612,12.22
2017-03-21,6:17:20,18:35:38,12:18:18,0,6.2,-,0.504065041,12.3
2017-03-22,6:14:50,18:37:32,12:22:42,0,11.6,-,0.937752627,12.37
2017-03-23,6:12:20,18:39:26,12:27:06,0,5.2,-,0.417670683,12.45
2017-03-24,6:09:50,18:41:20,12:31:30,0,11.5,-,0.918530351,12.52
2017-03-25,6:07:20,18:43:14,12:35:54,0,7.8,-,0.620031797,12.58
2017-03-26,7:04:56,19:45:03,12:40:07,0,6.5,-,0.513022889,12.67
2017-03-27,7:02:26,19:46:56,12:44:30,0,9.7,-,0.761979576,12.73
2017-03-28,6:59:57,19:48:50,12:48:53,0.5,11.8,-,0.921875,12.8
2017-03-29,6:57:27,19:50:43,12:53:16,0.4,0,-,0,12.88
2017-03-30,6:54:58,19:52:37,12:57:39,0,1.8,-,0.138996139,12.95
2017-03-31,6:52:28,19:54:30,13:02:02,0.3,8,-,0.613967767,13.03
2017-04-01,6:49:59,19:56:24,13:06:25,0.9,7.7,-,0.58778626,13.1
2017-04-02,6:47:31,19:58:17,13:10:46,0,6.8,-,0.516324981,13.17
2017-04-03,6:45:02,20:00:10,13:15:08,0,11.4,-,0.860377358,13.25
2017-04-04,6:42:34,20:02:04,13:19:30,0,10.8,-,0.810810811,13.32
2017-04-05,6:40:07,20:03:57,13:23:50,0,3.9,-,0.291479821,13.38
2017-04-06,6:37:39,20:05:50,13:28:11,0,7.3,-,0.541945063,13.47
2017-04-07,6:35:13,20:07:44,13:32:31,0,4.3,-,0.317812269,13.53
2017-04-08,6:32:46,20:09:37,13:36:51,0,0,-,0,13.6
2017-04-09,6:30:20,20:11:30,13:41:10,0,13,-,0.950292398,13.68
2017-04-10,6:27:55,20:13:24,13:45:29,0,1.1,-,0.08,13.75
2017-04-11,6:25:30,20:15:17,13:49:47,4.8,4.1,-,0.296671491,13.82
2017-04-12,6:23:06,20:17:10,13:54:04,7.8,0,-,0,13.9
2017-04-13,6:20:42,20:19:04,13:58:22,1,4.6,-,0.329277022,13.97
2017-04-14,6:18:19,20:20:57,14:02:38,12.2,0.6,-,0.042765502,14.03
2017-04-15,6:15:57,20:22:51,14:06:54,3.5,4.2,-,0.29787234,14.1
2017-04-16,6:13:35,20:24:44,14:11:09,1.4,2.8,-,0.197461213,14.18
2017-04-17,6:11:15,20:26:38,14:15:23,7.3,6.6,-,0.463157895,14.25
2017-04-18,6:08:55,20:28:31,14:19:36,0.6,9.3,-,0.649441341,14.32
2017-04-19,6:06:36,20:30:24,14:23:48,0,12,-,0.83449235,14.38
2017-04-20,6:04:17,20:32:18,14:28:01,0,5.1,-,0.352453352,14.47
2017-04-21,6:02:00,20:34:11,14:32:11,0.6,0.1,-,0.006882312,14.53
2017-04-22,5:59:44,20:36:04,14:36:20,0.3,8.2,-,0.561643836,14.6
2017-04-23,5:57:28,20:37:57,14:40:29,0,8,-,0.545330607,14.67
2017-04-24,5:55:14,20:39:50,14:44:36,1.4,0.6,-,0.040733198,14.73
2017-04-25,5:53:01,20:41:43,14:48:42,1.6,5.8,-,0.391891892,14.8
2017-04-26,5:50:49,20:43:36,14:52:47,0.2,7.7,-,0.517821116,14.87
2017-04-27,5:48:38,20:45:29,14:56:51,0.6,7.5,-,0.502344273,14.93
2017-04-28,5:46:28,20:47:21,15:00:53,0.7,0.9,-,0.06,15
2017-04-29,5:44:20,20:49:13,15:04:53,1.9,7.7,-,0.510948905,15.07
2017-04-30,5:42:13,20:51:05,15:08:52,0,13.7,-,0.90548579,15.13
2017-05-01,5:40:07,20:52:57,15:12:50,0,11.5,-,0.756578947,15.2
2017-05-02,5:38:03,20:54:48,15:16:45,2.6,9.7,-,0.635232482,15.27
2017-05-03,5:36:00,20:56:39,15:20:39,0,8.7,-,0.567514677,15.33
2017-05-04,5:33:59,20:58:29,15:24:30,1.2,1.9,-,0.123376623,15.4
2017-05-05,5:31:59,21:00:19,15:28:20,0.8,0,-,0,15.47
2017-05-06,5:30:01,21:02:09,15:32:08,0,1.5,-,0.09658725,15.53
2017-05-07,5:28:04,21:03:58,15:35:54,0,12.5,-,0.802310655,15.58
2017-05-08,5:26:10,21:05:46,15:39:36,0,10.2,-,0.651757188,15.65
2017-05-09,5:24:17,21:07:34,15:43:17,0.4,8.4,-,0.534351145,15.72
2017-05-10,5:22:25,21:09:21,15:46:56,0.5,1.4,-,0.088776157,15.77
2017-05-11,5:20:36,21:11:08,15:50:32,0,13.8,-,0.871762476,15.83
2017-05-12,5:18:49,21:12:53,15:54:04,1.6,3.6,-,0.226415094,15.9
2017-05-13,5:17:04,21:14:38,15:57:34,2.8,2.2,-,0.137931034,15.95
2017-05-14,5:15:20,21:16:22,16:01:02,3.9,10.3,-,0.642946317,16.02
2017-05-15,5:13:39,21:18:04,16:04:25,2,8.7,-,0.541381456,16.07
2017-05-16,5:12:00,21:19:46,16:07:46,8.2,0,-,0,16.12
2017-05-17,5:10:24,21:21:27,16:11:03,0,6.9,-,0.42645241,16.18
2017-05-18,5:08:49,21:23:06,16:14:17,0.9,10,-,0.616142945,16.23
2017-05-19,5:07:18,21:24:44,16:17:26,10,3.3,-,0.202702703,16.28
2017-05-20,5:05:48,21:26:21,16:20:33,0,8.1,-,0.496019596,16.33
2017-05-21,5:04:21,21:27:56,16:23:35,0,14.6,-,0.891330891,16.38
2017-05-22,5:02:56,21:29:30,16:26:34,0,14.6,-,0.888618381,16.43
2017-05-23,5:01:35,21:31:02,16:29:27,0.5,9.7,-,0.588592233,16.48
2017-05-24,5:00:15,21:32:33,16:32:18,0,11.3,-,0.683605566,16.53
2017-05-25,4:58:59,21:34:01,16:35:02,0,13.7,-,0.826296743,16.58
2017-05-26,4:57:45,21:35:28,16:37:43,0,12.5,-,0.752105897,16.62
2017-05-27,4:56:35,21:36:53,16:40:18,0,16.1,-,0.965806839,16.67
2017-05-28,4:55:27,21:38:17,16:42:50,0.1,12.2,-,0.730538922,16.7
2017-05-29,4:54:22,21:39:37,16:45:15,6.3,4.6,-,0.274626866,16.75
2017-05-30,4:53:20,21:40:56,16:47:36,0,3.4,-,0.202622169,16.78
2017-05-31,4:52:21,21:42:13,16:49:52,0,10.3,-,0.612366231,16.82
2017-06-01,4:51:26,21:43:27,16:52:01,0,15.5,-,0.918790753,16.87
2017-06-02,4:50:33,21:44:39,16:54:06,0,15.5,-,0.917159763,16.9
2017-06-03,4:49:44,21:45:48,16:56:04,1.8,0.8,-,0.047253396,16.93
2017-06-04,4:48:58,21:46:55,16:57:57,1.8,6.8,-,0.401179941,16.95
2017-06-05,4:48:15,21:47:59,16:59:44,0,15.2,-,0.895170789,16.98
2017-06-06,4:47:36,21:49:00,17:01:24,2.6,10.5,-,0.616921269,17.02
2017-06-07,4:47:00,21:49:58,17:02:58,11.7,1.9,-,0.111567821,17.03
2017-06-08,4:46:28,21:50:54,17:04:26,4.9,1.5,-,0.087873462,17.07
2017-06-09,4:45:59,21:51:46,17:05:47,2.2,4.6,-,0.269320843,17.08
2017-06-10,4:45:34,21:52:36,17:07:02,0,5.8,-,0.338785047,17.12
2017-06-11,4:45:12,21:53:22,17:08:10,2.1,10.5,-,0.61295972,17.13
2017-06-12,4:44:54,21:54:05,17:09:11,0.3,2.9,-,0.16909621,17.15
2017-06-13,4:44:39,21:54:45,17:10:06,0,5.7,-,0.331974374,17.17
2017-06-14,4:44:28,21:55:22,17:10:54,0,8.7,-,0.506697729,17.17
2017-06-15,4:44:20,21:55:55,17:11:35,0,9.5,-,0.552968568,17.18
2017-06-16,4:44:16,21:56:25,17:12:09,0.2,8.5,-,0.494186047,17.2
2017-06-17,4:44:16,21:56:51,17:12:35,0,13.6,-,0.790697674,17.2
2017-06-18,4:44:19,21:57:14,17:12:55,0,11.3,-,0.656976744,17.2
2017-06-19,4:44:26,21:57:33,17:13:07,0,12.4,-,0.720092915,17.22
2017-06-20,4:44:36,21:57:49,17:13:13,0,12.6,-,0.731707317,17.22
2017-06-21,4:44:50,21:58:02,17:13:12,0,10.9,-,0.632984901,17.22
2017-06-22,4:45:08,21:58:10,17:13:02,12.7,4.8,-,0.278745645,17.22
2017-06-23,4:45:28,21:58:15,17:12:47,1.6,0.4,-,0.023255814,17.2
2017-06-24,4:45:53,21:58:17,17:12:24,2.3,3.2,-,0.186046512,17.2
2017-06-25,4:46:20,21:58:15,17:11:55,0,1.8,-,0.104772992,17.18
2017-06-26,4:46:51,21:58:09,17:11:18,0,10.2,-,0.59371362,17.18
2017-06-27,4:47:26,21:57:59,17:10:33,1.4,11.2,-,0.652300524,17.17
2017-06-28,4:48:03,21:57:46,17:09:43,2.6,4.8,-,0.279883382,17.15
2017-06-29,4:48:44,21:57:29,17:08:45,31.8,1.3,-,0.075890251,17.13
2017-06-30,4:49:28,21:57:09,17:07:41,37.7,0,-,0,17.12
2017-07-01,4:50:15,21:56:45,17:06:30,1.1,4.1,-,0.239766082,17.1
2017-07-02,4:51:05,21:56:18,17:05:13,0.5,3.5,-,0.204918033,17.08
2017-07-03,4:51:57,21:55:47,17:03:50,0.6,6.4,-,0.375366569,17.05
2017-07-04,4:52:53,21:55:12,17:02:19,0.5,5.6,-,0.328831474,17.03
2017-07-05,4:53:52,21:54:34,17:00:42,0,12.1,-,0.711764706,17
2017-07-06,4:54:53,21:53:53,16:59:00,0,15.4,-,0.906949352,16.98
2017-07-07,4:55:57,21:53:08,16:57:11,0.2,5.7,-,0.336283186,16.95
2017-07-08,4:57:03,21:52:20,16:55:17,0,8.5,-,0.502364066,16.92
2017-07-09,4:58:12,21:51:29,16:53:17,0,16.1,-,0.953791469,16.88
2017-07-10,4:59:23,21:50:34,16:51:11,3.7,2,-,0.118694362,16.85
2017-07-11,5:00:37,21:49:36,16:48:59,5.2,3,-,0.178571429,16.8
2017-07-12,5:01:52,21:48:36,16:46:44,4.8,2.4,-,0.143112701,16.77
2017-07-13,5:03:10,21:47:32,16:44:22,0,6.9,-,0.412432756,16.73
2017-07-14,5:04:30,21:46:25,16:41:55,0,8.8,-,0.527577938,16.68
2017-07-15,5:05:52,21:45:15,16:39:23,0.1,4.8,-,0.288288288,16.65
2017-07-16,5:07:16,21:44:02,16:36:46,1.2,1.4,-,0.084337349,16.6
2017-07-17,5:08:41,21:42:46,16:34:05,0,5.2,-,0.313820157,16.57
2017-07-18,5:10:08,21:41:28,16:31:20,0,9.3,-,0.562953995,16.52
2017-07-19,5:11:37,21:40:06,16:28:29,12.3,13,-,0.789313904,16.47
2017-07-20,5:13:08,21:38:42,16:25:34,5.4,0.9,-,0.054811206,16.42
2017-07-21,5:14:40,21:37:16,16:22:36,0,13,-,0.794135614,16.37
2017-07-22,5:16:13,21:35:47,16:19:34,4.3,0.1,-,0.006127451,16.32
2017-07-23,5:17:47,21:34:16,16:16:29,2.8,4.3,-,0.264290104,16.27
2017-07-24,5:19:23,21:32:42,16:13:19,1.3,3.6,-,0.221948212,16.22
2017-07-25,5:21:00,21:31:06,16:10:06,18.1,0,-,0,16.17
2017-07-26,5:22:38,21:29:27,16:06:49,0,9.8,-,0.608695652,16.1
2017-07-27,5:24:17,21:27:46,16:03:29,0,0.5,-,0.031152648,16.05
2017-07-28,5:25:57,21:26:03,16:00:06,6.2,7.8,-,0.4875,16
2017-07-29,5:27:38,21:24:18,15:56:40,31.1,4.6,-,0.28876334,15.93
2017-07-30,5:29:20,21:22:31,15:53:11,1,5.7,-,0.358942065,15.88
2017-07-31,5:31:02,21:20:42,15:49:40,0,9.2,-,0.581542351,15.82
2017-08-01,5:32:45,21:18:52,15:46:07,0,2.2,-,0.13950539,15.77
2017-08-02,5:34:29,21:16:59,15:42:30,4.5,4.5,-,0.286624204,15.7
2017-08-03,5:36:14,21:15:04,15:38:50,10,2.5,-,0.159948816,15.63
2017-08-04,5:37:59,21:13:08,15:35:09,0,4.7,-,0.301668806,15.58
2017-08-05,5:39:44,21:11:10,15:31:26,7.5,9.7,-,0.625,15.52
2017-08-06,5:41:30,21:09:10,15:27:40,0,11.1,-,0.718446602,15.45
2017-08-07,5:43:16,21:07:09,15:23:53,0,13.2,-,0.858257477,15.38
2017-08-08,5:45:03,21:05:06,15:20:03,3.5,4.2,-,0.273972603,15.33
2017-08-09,5:46:50,21:03:02,15:16:12,0,8.6,-,0.563195809,15.27
2017-08-10,5:48:38,21:00:56,15:12:18,0,6.7,-,0.440789474,15.2
2017-08-11,5:50:25,20:58:49,15:08:24,0,0,-,0,15.13
2017-08-12,5:52:13,20:56:40,15:04:27,6.4,0.4,-,0.0265428,15.07
2017-08-13,5:54:01,20:54:30,15:00:29,0,8.2,-,0.546666667,15
2017-08-14,5:55:49,20:52:19,14:56:30,0.1,12.9,-,0.86403215,14.93
2017-08-15,5:57:38,20:50:07,14:52:29,6.8,7.7,-,0.517821116,14.87
2017-08-16,5:59:26,20:47:54,14:48:28,0,8.9,-,0.601351351,14.8
2017-08-17,6:01:15,20:45:39,14:44:24,5,3.2,-,0.21724372,14.73
2017-08-18,6:03:03,20:43:23,14:40:20,3,0.1,-,0.006816633,14.67
2017-08-19,6:04:52,20:41:07,14:36:15,6.2,7.4,-,0.506849315,14.6
2017-08-20,6:06:40,20:38:49,14:32:09,3.4,6,-,0.412938747,14.53
2017-08-21,6:08:29,20:36:30,14:28:01,0.1,2.2,-,0.152038701,14.47
2017-08-22,6:10:18,20:34:11,14:23:53,0,7.7,-,0.535465925,14.38
2017-08-23,6:12:07,20:31:51,14:19:44,0,11.5,-,0.803072626,14.32
2017-08-24,6:13:55,20:29:29,14:15:34,2,5.5,-,0.385964912,14.25
2017-08-25,6:15:44,20:27:07,14:11:23,0,8.8,-,0.620592384,14.18
2017-08-26,6:17:33,20:24:45,14:07:12,0,5.6,-,0.396600567,14.12
2017-08-27,6:19:21,20:22:21,14:03:00,0,9,-,0.640569395,14.05
2017-08-28,6:21:10,20:19:57,13:58:47,0,9.6,-,0.687186829,13.97
2017-08-29,6:22:58,20:17:32,13:54:34,0,12.3,-,0.884892086,13.9
2017-08-30,6:24:47,20:15:07,13:50:20,2.3,0.7,-,0.050614606,13.83
2017-08-31,6:26:35,20:12:41,13:46:06,0.3,1,-,0.072621641,13.77
2017-09-01,6:28:24,20:10:14,13:41:50,0.1,5.7,-,0.416666667,13.68
2017-09-02,6:30:12,20:07:47,13:37:35,0,8.1,-,0.594713656,13.62
2017-09-03,6:32:00,20:05:19,13:33:19,0,9.4,-,0.693726937,13.55
2017-09-04,6:33:49,20:02:51,13:29:02,0,12.3,-,0.912462908,13.48
2017-09-05,6:35:37,20:00:23,13:24:46,5.7,7.4,-,0.552238806,13.4
2017-09-06,6:37:25,19:57:54,13:20:29,11,1,-,0.075018755,13.33
2017-09-07,6:39:13,19:55:24,13:16:11,1.5,5.5,-,0.414468726,13.27
2017-09-08,6:41:01,19:52:55,13:11:54,7.7,0,-,0,13.18
2017-09-09,6:42:49,19:50:25,13:07:36,6.3,1.9,-,0.144817073,13.12
2017-09-10,6:44:38,19:47:55,13:03:17,0.5,8.8,-,0.674329502,13.05
2017-09-11,6:46:26,19:45:24,12:58:58,0.1,6.6,-,0.508866615,12.97
2017-09-12,6:48:14,19:42:54,12:54:40,4.9,4.9,-,0.379844961,12.9
2017-09-13,6:50:02,19:40:23,12:50:21,11.4,0.9,-,0.07014809,12.83
2017-09-14,6:51:50,19:37:52,12:46:02,3.2,1.5,-,0.117462803,12.77
2017-09-15,6:53:39,19:35:21,12:41:42,0.8,5.4,-,0.425867508,12.68
2017-09-16,6:55:27,19:32:49,12:37:22,0.2,0.1,-,0.00792393,12.62
2017-09-17,6:57:15,19:30:18,12:33:03,6.5,2.7,-,0.215139442,12.55
2017-09-18,6:59:04,19:27:47,12:28:43,0,8.4,-,0.67361668,12.47
2017-09-19,7:00:53,19:25:15,12:24:22,3.4,3.5,-,0.282258065,12.4
2017-09-20,7:02:41,19:22:44,12:20:03,3.9,1.2,-,0.097323601,12.33
2017-09-21,7:04:30,19:20:13,12:15:43,0,3.8,-,0.310204082,12.25
2017-09-22,7:06:19,19:17:42,12:11:23,0,8.3,-,0.681444992,12.18
2017-09-23,7:08:08,19:15:10,12:07:02,0.4,10.4,-,0.858085809,12.12
2017-09-24,7:09:57,19:12:39,12:02:42,0.6,0.8,-,0.066500416,12.03
2017-09-25,7:11:47,19:10:09,11:58:22,0.2,1.4,-,0.116959064,11.97
2017-09-26,7:13:36,19:07:38,11:54:02,0,0.2,-,0.016806723,11.9
2017-09-27,7:15:26,19:05:07,11:49:41,0.1,2.1,-,0.177664975,11.82
2017-09-28,7:17:16,19:02:37,11:45:21,4.7,1.2,-,0.10212766,11.75
2017-09-29,7:19:07,19:00:07,11:41:00,0,6.8,-,0.582191781,11.68
2017-09-30,7:20:57,18:57:38,11:36:41,3.2,0,-,0,11.6
2017-10-01,7:22:48,18:55:08,11:32:20,3.4,6.5,-,0.563746748,11.53
2017-10-02,7:24:39,18:52:39,11:28:00,11.9,1.5,-,0.130775937,11.47
2017-10-03,7:26:30,18:50:11,11:23:41,1.6,6.8,-,0.597539543,11.38
2017-10-04,7:28:21,18:47:43,11:19:22,22.6,0,-,0,11.32
2017-10-05,7:30:13,18:45:15,11:15:02,36.5,1.6,-,0.142222222,11.25
2017-10-06,7:32:05,18:42:48,11:10:43,0,7.3,-,0.653536258,11.17
2017-10-07,7:33:58,18:40:21,11:06:23,6.5,0,0,0,11.1
2017-10-08,7:35:50,18:37:55,11:02:05,0,8.7,0,0.788757933,11.03
2017-10-09,7:37:43,18:35:29,10:57:46,3.8,2.8,0,0.255707763,10.95
2017-10-10,7:39:37,18:33:04,10:53:27,3.8,0.6,0,0.055147059,10.88
2017-10-11,7:41:30,18:30:40,10:49:10,4.1,0.3,0,0.027726433,10.82
2017-10-12,7:43:24,18:28:16,10:44:52,1.3,2,0,0.18639329,10.73
2017-10-13,7:45:18,18:25:53,10:40:35,0,2.2,0,0.206185567,10.67
2017-10-14,7:47:13,18:23:31,10:36:18,0.5,0,0,0,10.6
2017-10-15,7:49:08,18:21:10,10:32:02,0,4.6,0,0.436847104,10.53
2017-10-16,7:51:03,18:18:49,10:27:46,0,3.3,0,0.315789474,10.45
2017-10-17,7:52:59,18:16:30,10:23:31,0,0.7,0,0.06743738,10.38
2017-10-18,7:54:54,18:14:11,10:19:17,0,4.2,0,0.406976744,10.32
2017-10-19,7:56:50,18:11:53,10:15:03,0,2.1,0,0.204878049,10.25
2017-10-20,7:58:47,18:09:36,10:10:49,4.3,0,0,0,10.17
2017-10-21,8:00:44,18:07:21,10:06:37,0.3,0,0,0,10.1
2017-10-22,8:02:41,18:05:06,10:02:25,3.1,1.7,0,0.169491525,10.03
2017-10-23,8:04:38,18:02:52,09:58:14,3.3,0.2,0,0.020060181,9.97
2017-10-24,8:06:35,18:00:40,09:54:05,3.4,0,0,0,9.9
2017-10-25,8:08:33,17:58:28,09:49:55,2,0.6,0,0.061099796,9.82
2017-10-26,8:10:31,17:56:18,09:45:47,0,2.5,0,0.256410256,9.75
2017-10-27,8:12:29,17:54:10,09:41:41,0,4.4,0,0.454545455,9.68
2017-10-28,8:14:28,17:52:02,09:37:34,7.3,0,0,0,9.62
2017-10-29,7:16:31,16:49:51,09:33:20,0,6.5,0,0.680628272,9.55
2017-10-30,7:18:30,16:47:46,09:29:16,0,7.4,-,0.780590717,9.48
2017-10-31,7:20:28,16:45:43,09:25:15,5,0,-,0,9.42
2017-11-01,7:22:27,16:43:42,09:21:15,0.4,0,-,0,9.35
2017-11-02,7:24:26,16:41:42,09:17:16,0,3.4,-,0.36637931,9.28
2017-11-03,7:26:24,16:39:44,09:13:20,0.5,0.4,-,0.043383948,9.22
2017-11-04,7:28:23,16:37:47,09:09:24,0.4,1.3,-,0.142076503,9.15
2017-11-05,7:30:22,16:35:53,09:05:31,1.5,0,-,0,9.08
2017-11-06,7:32:20,16:34:00,09:01:40,0,4.5,-,0.498891353,9.02
2017-11-07,7:34:18,16:32:08,08:57:50,0,5.8,-,0.648044693,8.95
2017-11-08,7:36:16,16:30:19,08:54:03,0,2.2,-,0.247191011,8.9
2017-11-09,7:38:14,16:28:32,08:50:18,1.5,0.5,-,0.056625142,8.83
2017-11-10,7:40:11,16:26:47,08:46:36,12.8,0.2,0,0.022805017,8.77
2017-11-11,7:42:08,16:25:04,08:42:56,4,1.2,0,0.137931034,8.7
2017-11-12,7:44:04,16:23:23,08:39:19,0.6,0,0,0,8.65
2017-11-13,7:46:00,16:21:45,08:35:45,0.1,5.1,0,0.594405594,8.58
2017-11-14,7:47:56,16:20:08,08:32:12,0.6,0,0,0,8.53
2017-11-15,7:49:50,16:18:34,08:28:44,0.5,1,0,0.118063754,8.47
2017-11-16,7:51:44,16:17:03,08:25:19,2.4,0,0,0,8.42
2017-11-17,7:53:37,16:15:34,08:21:57,0.3,4.8,0,0.574850299,8.35
2017-11-18,7:55:29,16:14:08,08:18:39,13.9,1.3,0,0.156626506,8.3
2017-11-19,7:57:20,16:12:44,08:15:24,1.1,3.1,0,0.375757576,8.25
2017-11-20,7:59:10,16:11:23,08:12:13,0,1.5,0,0.182926829,8.2
2017-11-21,8:00:59,16:10:05,08:09:06,8.1,0,0,0,8.15
2017-11-22,8:02:46,16:08:49,08:06:03,2.9,0,0,0,8.1
2017-11-23,8:04:33,16:07:37,08:03:04,3.1,0.7,0,0.086956522,8.05
2017-11-24,8:06:17,16:06:27,08:00:10,0.4,0,0,0,8
2017-11-25,8:08:01,16:05:21,07:57:20,0.4,0,0,0,7.95
2017-11-26,8:09:42,16:04:17,07:54:35,5.7,0.1,0,0.012658228,7.9
2017-11-27,8:11:22,16:03:17,07:51:55,12,0,0,0,7.85
2017-11-28,8:13:00,16:02:20,07:49:20,9.3,0.5,0,0.063938619,7.82
2017-11-29,8:14:36,16:01:27,07:46:51,6.7,0,0,0,7.77
2017-11-30,8:16:11,16:00:36,07:44:25,0,0,0,0,7.73
2017-12-01,8:17:43,15:59:49,07:42:06,0.8,0.7,0,0.090909091,7.7
2017-12-02,8:19:12,15:59:06,07:39:54,2.5,0,0,0,7.65
2017-12-03,8:20:40,15:58:26,07:37:46,1.6,0.1,0,0.01312336,7.62
2017-12-04,8:22:05,15:57:50,07:35:45,0.6,4.3,0,0.567282322,7.58
2017-12-05,8:23:27,15:57:17,07:33:50,0.1,0.7,0,0.092715232,7.55
2017-12-06,8:24:47,15:56:48,07:32:01,0,0,0,0,7.53
2017-12-07,8:26:05,15:56:23,07:30:18,8.1,0,0,0,7.5
2017-12-08,8:27:19,15:56:01,07:28:42,10.7,0,0,0,7.47
