Datum,Sonnenaufgang,Sonnenuntergang,Tageslaenge,Niederschlag (l/m^2),Sonnenschein (h),Schneehoehe (cm),Sonnenschein (%),Tageslaenge (dezimal)
2015-04-07,6:36:28,20:06:45,13:30:17,0,0.4,0,0.02962963,13.5
2015-04-08,6:34:02,20:08:38,13:34:36,0,7.3,0,0.537951363,13.57
2015-04-09,6:31:35,20:10:32,13:38:57,0,7.2,0,0.528246515,13.63
2015-04-10,6:29:10,20:12:25,13:43:15,0,9.5,0,0.692419825,13.72
2015-04-11,6:26:45,20:14:19,13:47:34,6.5,8.1,0,0.587808418,13.78
2015-04-12,6:24:20,20:16:12,13:51:52,1.6,6.3,0,0.454873646,13.85
2015-04-13,6:21:56,20:18:05,13:56:09,0.1,9.7,0,0.696338837,13.93
2015-04-14,6:19:33,20:19:59,14:00:26,0,0.1,0,0.007142857,14
2015-04-15,6:17:10,20:21:52,14:04:42,0,10,0,0.710732054,14.07
2015-04-16,6:14:48,20:23:46,14:08:58,0,6.3,0,0.445859873,14.13
2015-04-17,6:12:27,20:25:39,14:13:12,0,10.8,0,0.759493671,14.22
2015-04-18,6:10:07,20:27:32,14:17:25,0,12.1,0,0.847338936,14.28
2015-04-19,6:07:47,20:29:26,14:21:39,0,11.9,0,0.829268293,14.35
2015-04-20,6:05:28,20:31:19,14:25:51,0,13.9,0,0.963938974,14.42
2015-04-21,6:03:11,20:33:13,14:30:02,0,13.9,0,0.95862069,14.5
2015-04-22,6:00:54,20:35:06,14:34:12,0,10.8,0,0.741249142,14.57
2015-04-23,5:58:38,20:36:59,14:38:21,0,9.9,0,0.676691729,14.63
2015-04-24,5:56:23,20:38:52,14:42:29,0.1,7.4,0,0.503401361,14.7
2015-04-25,5:54:09,20:40:45,14:46:36,5.7,0,0,0,14.77
2015-04-26,5:51:57,20:42:38,14:50:41,0.8,0,0,0,14.83
2015-04-27,5:49:45,20:44:30,14:54:45,0,6.2,0,0.416107383,14.9
2015-04-28,5:47:35,20:46:23,14:58:48,0,9.4,0,0.627922512,14.97
2015-04-29,5:45:26,20:48:15,15:02:49,0.3,9.3,0,0.618762475,15.03
2015-04-30,5:43:18,20:50:07,15:06:49,1.4,3.4,0,0.225165563,15.1
2015-05-01,5:41:12,20:51:59,15:10:47,0,6.3,-,0.415293342,15.17
2015-05-02,5:39:07,20:53:50,15:14:43,0,10.4,-,0.682862771,15.23
2015-05-03,5:37:03,20:55:41,15:18:38,7.7,9.7,-,0.633986928,15.3
2015-05-04,5:35:01,20:57:32,15:22:31,1.9,5.6,-,0.364346129,15.37
2015-05-05,5:33:00,20:59:22,15:26:22,14.8,3.8,-,0.246273493,15.43
2015-05-06,5:31:01,21:01:12,15:30:11,3.1,9.6,-,0.619354839,15.5
2015-05-07,5:29:04,21:03:02,15:33:58,2.4,5.7,-,0.366559486,15.55
2015-05-08,5:27:08,21:04:50,15:37:42,0,9.1,-,0.582586428,15.62
2015-05-09,5:25:14,21:06:38,15:41:24,3.7,1.5,-,0.095663265,15.68
2015-05-10,5:23:22,21:08:26,15:45:04,0,8.2,-,0.520634921,15.75
2015-05-11,5:21:32,21:10:13,15:48:41,0,11.4,-,0.721518987,15.8
2015-05-12,5:19:44,21:11:59,15:52:15,2.9,3,-,0.189035917,15.87
2015-05-13,5:17:58,21:13:44,15:55:46,0,2.3,-,0.144472362,15.92
2015-05-14,5:16:13,21:15:28,15:59:15,0,0.2,-,0.012515645,15.98
2015-05-15,5:14:31,21:17:11,16:02:40,0,7.7,-,0.480349345,16.03
2015-05-16,5:12:51,21:18:54,16:06:03,0.3,0,-,0,16.1
2015-05-17,5:11:13,21:20:35,16:09:22,0.4,8.7,-,0.53869969,16.15
2015-05-18,5:09:38,21:22:15,16:12:37,8.9,0,-,0,16.2
2015-05-19,5:08:04,21:23:53,16:15:49,12.4,5.8,-,0.356923077,16.25
2015-05-20,5:06:34,21:25:31,16:18:57,1.7,9.1,-,0.558282209,16.3
2015-05-21,5:05:05,21:27:07,16:22:02,0.2,7.9,-,0.482590104,16.37
2015-05-22,5:03:39,21:28:42,16:25:03,1.1,8.2,-,0.499390987,16.42
2015-05-23,5:02:16,21:30:15,16:27:59,0.4,7.5,-,0.455927052,16.45
2015-05-24,5:00:56,21:31:46,16:30:50,0.5,13.9,-,0.842424242,16.5
2015-05-25,4:59:38,21:33:16,16:33:38,0,0.4,-,0.024169184,16.55
2015-05-26,4:58:23,21:34:44,16:36:21,0,6.7,-,0.403614458,16.6
2015-05-27,4:57:10,21:36:10,16:39:00,0,4.5,-,0.27027027,16.65
2015-05-28,4:56:01,21:37:34,16:41:33,4.3,3,-,0.179856115,16.68
2015-05-29,4:54:55,21:38:56,16:44:01,3.4,6.4,-,0.382546324,16.73
2015-05-30,4:53:51,21:40:16,16:46:25,0.8,7.5,-,0.447227191,16.77
2015-05-31,4:52:51,21:41:33,16:48:42,3.7,1.5,-,0.089285714,16.8
2015-06-01,4:51:54,21:42:49,16:50:55,2.2,12.7,-,0.754604872,16.83
2015-06-02,4:50:59,21:44:02,16:53:03,0.6,1.3,-,0.077014218,16.88
2015-06-03,4:50:09,21:45:12,16:55:03,0,5.4,-,0.319148936,16.92
2015-06-04,4:49:21,21:46:20,16:56:59,0,15.6,-,0.921441229,16.93
2015-06-05,4:48:37,21:47:26,16:58:49,0.9,13.4,-,0.789628757,16.97
2015-06-06,4:47:56,21:48:28,17:00:32,0,9.3,-,0.547058824,17
2015-06-07,4:47:18,21:49:28,17:02:10,0,12.9,-,0.757486788,17.03
2015-06-08,4:46:44,21:50:25,17:03:41,0,6.7,-,0.392961877,17.05
2015-06-09,4:46:13,21:51:19,17:05:06,0,9.6,-,0.56206089,17.08
2015-06-10,4:45:46,21:52:10,17:06:24,0,16.3,-,0.953216374,17.1
2015-06-11,4:45:23,21:52:58,17:07:35,0,16,-,0.934579439,17.12
2015-06-12,4:45:02,21:53:43,17:08:41,0,16.2,-,0.945709282,17.13
2015-06-13,4:44:46,21:54:25,17:09:39,3.7,3.4,-,0.198250729,17.15
2015-06-14,4:44:33,21:55:03,17:10:30,0,0.6,-,0.034944671,17.17
2015-06-15,4:44:23,21:55:38,17:11:15,0,4.6,-,0.267753201,17.18
2015-06-16,4:44:18,21:56:10,17:11:52,0,3.3,-,0.192083818,17.18
2015-06-17,4:44:15,21:56:38,17:12:23,4.7,3.4,-,0.197674419,17.2
2015-06-18,4:44:17,21:57:03,17:12:46,1.3,1.8,-,0.104651163,17.2
2015-06-19,4:44:22,21:57:24,17:13:02,0.7,1.5,-,0.087108014,17.22
2015-06-20,4:44:30,21:57:41,17:13:11,0,8.3,-,0.481997677,17.22
2015-06-21,4:44:42,21:57:56,17:13:14,14.4,2.2,-,0.12775842,17.22
2015-06-22,4:44:58,21:58:06,17:13:08,1.8,5,-,0.290360046,17.22
2015-06-23,4:45:17,21:58:13,17:12:56,0.4,7.7,-,0.447674419,17.2
2015-06-24,4:45:39,21:58:16,17:12:37,0.1,0.2,-,0.011627907,17.2
2015-06-25,4:46:05,21:58:16,17:12:11,0,4.1,-,0.238372093,17.2
2015-06-26,4:46:34,21:58:12,17:11:38,0.1,5.2,-,0.302677532,17.18
2015-06-27,4:47:07,21:58:04,17:10:57,0.1,2,-,0.116482236,17.17
2015-06-28,4:47:43,21:57:53,17:10:10,2.6,11.5,-,0.66977286,17.17
2015-06-29,4:48:22,21:57:38,17:09:16,0,11.5,-,0.670553936,17.15
2015-06-30,4:49:04,21:57:20,17:08:16,0,14.1,-,0.823117338,17.13
2015-07-01,4:49:50,21:56:58,17:07:08,0,16.5,-,0.963785047,17.12
2015-07-02,4:50:38,21:56:32,17:05:54,0,16.4,-,0.960187354,17.08
2015-07-03,4:51:29,21:56:03,17:04:34,0,13,-,0.761570006,17.07
2015-07-04,4:52:24,21:55:30,17:03:06,0.2,13,-,0.762463343,17.05
2015-07-05,4:53:21,21:54:54,17:01:33,15.9,4.2,-,0.246768508,17.02
2015-07-06,4:54:20,21:54:15,16:59:55,0,12.1,-,0.712603062,16.98
2015-07-07,4:55:23,21:53:32,16:58:09,2.4,8.4,-,0.494991161,16.97
2015-07-08,4:56:28,21:52:45,16:56:17,4,6.3,-,0.372120496,16.93
2015-07-09,4:57:36,21:51:56,16:54:20,0.1,6.1,-,0.360946746,16.9
2015-07-10,4:58:46,21:51:03,16:52:17,0,11.1,-,0.657972733,16.87
2015-07-11,4:59:58,21:50:07,16:50:09,0,7.5,-,0.445632799,16.83
2015-07-12,5:01:13,21:49:07,16:47:54,0.3,0.3,-,0.017878427,16.78
2015-07-13,5:02:29,21:48:05,16:45:36,0,2.9,-,0.173134328,16.75
2015-07-14,5:03:48,21:46:59,16:43:11,0,6.7,-,0.400717703,16.72
2015-07-15,5:05:09,21:45:51,16:40:42,3.9,11.4,-,0.683863227,16.67
2015-07-16,5:06:32,21:44:40,16:38:08,0,6.8,-,0.408899579,16.63
2015-07-17,5:07:56,21:43:25,16:35:29,1.8,12.2,-,0.735826297,16.58
2015-07-18,5:09:23,21:42:08,16:32:45,0,11.3,-,0.683605566,16.53
2015-07-19,5:10:51,21:40:48,16:29:57,2.3,0,-,0,16.48
2015-07-20,5:12:20,21:39:26,16:27:06,0.8,7.7,-,0.468085106,16.45
2015-07-21,5:13:52,21:38:01,16:24:09,1.2,10,-,0.609756098,16.4
2015-07-22,5:15:24,21:36:33,16:21:09,0,9.4,-,0.574923547,16.35
2015-07-23,5:16:58,21:35:03,16:18:05,0,6.3,-,0.386503067,16.3
2015-07-24,5:18:33,21:33:30,16:14:57,21.6,6.2,-,0.382008626,16.23
2015-07-25,5:20:09,21:31:55,16:11:46,8.9,1.8,-,0.111248455,16.18
2015-07-26,5:21:47,21:30:18,16:08:31,0.7,7.8,-,0.483570986,16.13
2015-07-27,5:23:25,21:28:38,16:05:13,21.8,0.6,-,0.037313433,16.08
2015-07-28,5:25:05,21:26:57,16:01:52,14.2,2.3,-,0.143570537,16.02
2015-07-29,5:26:45,21:25:13,15:58:28,22.5,3,-,0.187852223,15.97
2015-07-30,5:28:27,21:23:27,15:55:00,2.1,0,-,0,15.92
2015-07-31,5:30:09,21:21:39,15:51:30,0,4.4,-,0.277602524,15.85
2015-08-01,5:31:52,21:19:49,15:47:57,0,12.6,-,0.798479087,15.78
2015-08-02,5:33:35,21:17:57,15:44:22,0,12.8,-,0.813731723,15.73
2015-08-03,5:35:19,21:16:03,15:40:44,0,14.5,-,0.925335035,15.67
2015-08-04,5:37:04,21:14:08,15:37:04,4.1,8.1,-,0.518565941,15.62
2015-08-05,5:38:49,21:12:11,15:33:22,0,13.4,-,0.861736334,15.55
2015-08-06,5:40:35,21:10:12,15:29:37,0,12.9,-,0.833333333,15.48
2015-08-07,5:42:21,21:08:11,15:25:50,3.7,7.5,-,0.486381323,15.42
2015-08-08,5:44:08,21:06:09,15:22:01,0,2.7,-,0.175666884,15.37
2015-08-09,5:45:55,21:04:06,15:18:11,0,13.7,-,0.895424837,15.3
2015-08-10,5:47:42,21:02:01,15:14:19,11.5,5.6,-,0.367695338,15.23
2015-08-11,5:49:29,20:59:54,15:10:25,0,7.2,-,0.474620962,15.17
2015-08-12,5:51:17,20:57:46,15:06:29,0,4.3,-,0.284768212,15.1
2015-08-13,5:53:05,20:55:37,15:02:32,0,13.9,-,0.924817033,15.03
2015-08-14,5:54:53,20:53:27,14:58:34,0.4,9.9,-,0.661322645,14.97
2015-08-15,5:56:41,20:51:15,14:54:34,0,3.3,-,0.22147651,14.9
2015-08-16,5:58:30,20:49:02,14:50:32,9,4.2,-,0.28320971,14.83
2015-08-17,6:00:18,20:46:48,14:46:30,3.3,0.1,-,0.006770481,14.77
2015-08-18,6:02:07,20:44:33,14:42:26,0.3,0,-,0,14.7
2015-08-19,6:03:55,20:42:17,14:38:22,0,6,-,0.4101162,14.63
2015-08-20,6:05:44,20:40:00,14:34:16,0,8.7,-,0.597117364,14.57
2015-08-21,6:07:33,20:37:42,14:30:09,0,12.9,-,0.889655172,14.5
2015-08-22,6:09:22,20:35:23,14:26:01,0,13.5,-,0.935550936,14.43
2015-08-23,6:11:10,20:33:03,14:21:53,0,13.2,-,0.919860627,14.35
2015-08-24,6:12:59,20:30:42,14:17:43,0,4.9,-,0.343137255,14.28
2015-08-25,6:14:48,20:28:21,14:13:33,6.4,5.8,-,0.407876231,14.22
2015-08-26,6:16:36,20:25:58,14:09:22,3,5.6,-,0.395759717,14.15
2015-08-27,6:18:25,20:23:35,14:05:10,5.1,0.5,-,0.035511364,14.08
2015-08-28,6:20:14,20:21:11,14:00:57,0,7.9,-,0.564285714,14
2015-08-29,6:22:02,20:18:47,13:56:45,0,7.9,-,0.567121321,13.93
2015-08-30,6:23:51,20:16:22,13:52:31,0,4.4,-,0.317231435,13.87
2015-08-31,6:25:39,20:13:56,13:48:17,2.7,6,-,0.434782609,13.8
2015-09-01,6:27:27,20:11:30,13:44:03,0,0.1,-,0.007283321,13.73
2015-09-02,6:29:16,20:09:03,13:39:47,0,6.5,-,0.476190476,13.65
2015-09-03,6:31:04,20:06:35,13:35:31,0,9.8,-,0.721649485,13.58
2015-09-04,6:32:52,20:04:07,13:31:15,1.3,3.4,-,0.25147929,13.52
2015-09-05,6:34:41,20:01:39,13:26:58,5,5,-,0.372300819,13.43
2015-09-06,6:36:29,19:59:10,13:22:41,0,7.1,-,0.531039641,13.37
2015-09-07,6:38:17,19:56:41,13:18:24,0,12.3,-,0.92481203,13.3
2015-09-08,6:40:05,19:54:12,13:14:07,0,10,-,0.755857899,13.23
2015-09-09,6:41:53,19:51:42,13:09:49,0,10.5,-,0.798479087,13.15
2015-09-10,6:43:42,19:49:12,13:05:30,0,9.9,-,0.756880734,13.08
2015-09-11,6:45:30,19:46:42,13:01:12,1.6,0.5,-,0.038402458,13.02
2015-09-12,6:47:18,19:44:11,12:56:53,7.3,6,-,0.464037123,12.93
2015-09-13,6:49:06,19:41:41,12:52:35,4.3,1.3,-,0.101010101,12.87
2015-09-14,6:50:54,19:39:10,12:48:16,21.8,3,-,0.234375,12.8
2015-09-15,6:52:43,19:36:39,12:43:56,10,6.7,-,0.52672956,12.72
2015-09-16,6:54:31,19:34:07,12:39:36,2,0.1,-,0.007905138,12.65
2015-09-17,6:56:19,19:31:36,12:35:17,4.3,0.9,-,0.07154213,12.58
2015-09-18,6:58:08,19:29:05,12:30:57,0,4.7,-,0.376,12.5
2015-09-19,6:59:56,19:26:34,12:26:38,1.6,3.5,-,0.28157683,12.43
2015-09-20,7:01:45,19:24:02,12:22:17,0.1,7.3,-,0.590137429,12.37
2015-09-21,7:03:34,19:21:31,12:17:57,1,0.4,-,0.03257329,12.28
2015-09-22,7:05:23,19:19:00,12:13:37,1.3,0.5,-,0.04091653,12.22
2015-09-23,7:07:12,19:16:28,12:09:16,0,0.6,-,0.049382716,12.15
2015-09-24,7:09:01,19:13:57,12:04:56,2.4,5.1,-,0.422535211,12.07
2015-09-25,7:10:50,19:11:26,12:00:36,0,4.9,-,0.408333333,12
2015-09-26,7:12:40,19:08:56,11:56:16,0,8.1,-,0.678960604,11.93
2015-09-27,7:14:30,19:06:25,11:51:55,0,10,-,0.843881857,11.85
2015-09-28,7:16:20,19:03:55,11:47:35,0,8.2,-,0.696095076,11.78
2015-09-29,7:18:10,19:01:25,11:43:15,0,9.4,-,0.802047782,11.72
2015-09-30,7:20:00,18:58:55,11:38:55,0,11.1,-,0.954428203,11.63
2015-10-01,7:21:51,18:56:25,11:34:34,0,9.8,0,0.84701815,11.57
2015-10-02,7:23:41,18:53:56,11:30:15,0.1,7.8,0,0.67826087,11.5
2015-10-03,7:25:33,18:51:27,11:25:54,0,4.9,0,0.429071804,11.42
2015-10-04,7:27:24,18:48:59,11:21:35,0,2.4,0,0.211453744,11.35
2015-10-05,7:29:16,18:46:31,11:17:15,0,6.3,0,0.558510638,11.28
2015-10-06,7:31:07,18:44:03,11:12:56,3,0,0,0,11.2
2015-10-07,7:33:00,18:41:37,11:08:37,12.4,0,0,0,11.13
2015-10-08,7:34:52,18:39:10,11:04:18,1.1,0,0,0,11.07
2015-10-09,7:36:45,18:36:44,10:59:59,0,0,0,0,10.98
2015-10-10,7:38:38,18:34:19,10:55:41,0,6.6,0,0.604395604,10.92
2015-10-11,7:40:32,18:31:54,10:51:22,0,8.7,0,0.801843318,10.85
2015-10-12,7:42:25,18:29:30,10:47:05,0,8.2,0,0.760667904,10.78
2015-10-13,7:44:19,18:27:07,10:42:48,3,0,0,0,10.7
2015-10-14,7:46:14,18:24:44,10:38:30,1.4,0,0,0,10.63
2015-10-15,7:48:09,18:22:23,10:34:14,1.4,0,0,0,10.57
2015-10-16,7:50:04,18:20:02,10:29:58,7.3,0,0,0,10.48
2015-10-17,7:51:59,18:17:42,10:25:43,7.9,0,0,0,10.42
2015-10-18,7:53:55,18:15:22,10:21:27,3.5,0,0,0,10.35
2015-10-19,7:55:51,18:13:04,10:17:13,0,0.6,0,0.058365759,10.28
2015-10-20,7:57:47,18:10:47,10:13:00,0.1,1.3,0,0.127201566,10.22
2015-10-21,7:59:44,18:08:30,10:08:46,0,0.5,0,0.049358342,10.13
2015-10-22,8:01:40,18:06:15,10:04:35,0.9,0,0,0,10.07
2015-10-23,8:03:38,18:04:01,10:00:23,0,6.7,0,0.67,10
2015-10-24,8:05:35,18:01:48,09:56:13,0.6,0.1,0,0.010070493,9.93
2015-10-25,7:07:37,16:59:30,09:51:53,0,6.7,0,0.680203046,9.85
2015-10-26,7:09:35,16:57:20,09:47:45,0,7.5,0,0.766871166,9.78
2015-10-27,7:11:33,16:55:10,09:43:37,0,7.3,0,0.751028807,9.72
2015-10-28,7:13:32,16:53:02,09:39:30,0,6.5,0,0.67357513,9.65
2015-10-29,7:15:30,16:50:56,09:35:26,0,4.7,0,0.490605428,9.58
2015-10-30,7:17:29,16:48:50,09:31:21,0,0,0,0,9.52
2015-10-31,7:19:27,16:46:47,09:27:20,0,4.9,0,0.518518519,9.45
2015-11-01,7:21:26,16:44:44,09:23:18,0,3.4,0,0.362473348,9.38
2015-11-02,7:23:25,16:42:44,09:19:19,0,0,0,0,9.32
2015-11-03,7:25:23,16:40:45,09:15:22,0,0,0,0,9.25
2015-11-04,7:27:22,16:38:47,09:11:25,0,5.2,0,0.566448802,9.18
2015-11-05,7:29:21,16:36:51,09:07:30,9.7,1,0,0.109649123,9.12
2015-11-06,7:31:19,16:34:58,09:03:39,9.6,0,0,0,9.05
2015-11-07,7:33:18,16:33:05,08:59:47,3.5,0.1,0,0.011135857,8.98
2015-11-08,7:35:16,16:31:15,08:55:59,5.9,4.5,0,0.504484305,8.92
2015-11-09,7:37:13,16:29:27,08:52:14,4.8,0.6,0,0.067643743,8.87
2015-11-10,7:39:11,16:27:41,08:48:30,0.5,0,0,0,8.8
2015-11-11,7:41:08,16:25:57,08:44:49,1.4,0,0,0,8.73
2015-11-12,7:43:05,16:24:15,08:41:10,0,4.3,0,0.495391705,8.68
2015-11-13,7:45:01,16:22:35,08:37:34,7.2,2.8,0,0.324825986,8.62
2015-11-14,7:46:57,16:20:58,08:34:01,4.9,1.1,0,0.128354726,8.57
2015-11-15,7:48:51,16:19:23,08:30:32,11,0,0,0,8.5
2015-11-16,7:50:46,16:17:50,08:27:04,8.1,0,0,0,8.45
2015-11-17,7:52:39,16:16:20,08:23:41,14.3,0.1,0,0.011933174,8.38
2015-11-18,7:54:32,16:14:52,08:20:20,13.6,1.8,0,0.216086435,8.33
2015-11-19,7:56:23,16:13:27,08:17:04,5.6,0.7,0,0.084541063,8.28
2015-11-20,7:58:14,16:12:04,08:13:50,10.2,0.2,0,0.0243309,8.22
2015-11-21,8:00:03,16:10:45,08:10:42,8,0,0,0,8.17
2015-11-22,8:01:51,16:09:28,08:07:37,6.7,0,0,0,8.12
2015-11-23,8:03:38,16:08:14,08:04:36,0.9,4.6,0,0.570012392,8.07
2015-11-24,8:05:24,16:07:03,08:01:39,3.1,0,0,0,8.02
2015-11-25,8:07:08,16:05:55,07:58:47,0.1,0,0,0,7.97
2015-11-26,8:08:50,16:04:50,07:56:00,0,5.6,0,0.706179067,7.93
2015-11-27,8:10:31,16:03:48,07:53:17,0,0,0,0,7.88
2015-11-28,8:12:10,16:02:49,07:50:39,7.2,2.9,0,0.37037037,7.83
2015-11-29,8:13:47,16:01:54,07:48:07,18.2,0,0,0,7.8
2015-11-30,8:15:23,16:01:02,07:45:39,3.1,0.2,0,0.025806452,7.75
2015-12-01,8:16:56,16:00:13,07:43:17,2.8,0.8,0,0.103626943,7.72
2015-12-02,8:18:27,15:59:28,07:41:01,0,0,0,0,7.68
2015-12-03,8:19:55,15:58:46,07:38:51,1.6,0,0,0,7.63
2015-12-04,8:21:22,15:58:08,07:36:46,0.9,1.4,0,0.184210526,7.6
2015-12-05,8:22:46,15:57:34,07:34:48,0.4,0,0,0,7.57
2015-12-06,8:24:07,15:57:03,07:32:56,0.3,0.1,0,0.013280212,7.53
2015-12-07,8:25:25,15:56:36,07:31:11,0.4,1,0,0.132978723,7.52
2015-12-08,8:26:41,15:56:12,07:29:31,2.7,4.6,0,0.614973262,7.48
2015-12-09,8:27:54,15:55:53,07:27:59,0,4,0,0.536912752,7.45
2015-12-10,8:29:04,15:55:37,07:26:33,3.2,0,0,0,7.43
2015-12-11,8:30:11,15:55:25,07:25:14,8.5,1,0,0.134770889,7.42
2015-12-12,8:31:15,15:55:17,07:24:02,16.5,2.2,0,0.297297297,7.4
2015-12-13,8:32:16,15:55:12,07:22:56,0,4.4,0,0.597014925,7.37
2015-12-14,8:33:13,15:55:12,07:21:59,0.1,0,0,0,7.35
2015-12-15,8:34:08,15:55:15,07:21:07,0.2,0,0,0,7.35
2015-12-16,8:34:58,15:55:23,07:20:25,2.3,0,0,0,7.33
2015-12-17,8:35:45,15:55:34,07:19:49,1.1,0,0,0,7.32
2015-12-18,8:36:29,15:55:50,07:19:21,0.3,0,0,0,7.32
2015-12-19,8:37:09,15:56:09,07:19:00,0,0.5,0,0.068306011,7.32
2015-12-20,8:37:45,15:56:32,07:18:47,0.1,0,0,0,7.3
2015-12-21,8:38:18,15:56:59,07:18:41,4.6,0.2,0,0.02739726,7.3
2015-12-22,8:38:47,15:57:29,07:18:42,3.8,0,0,0,7.3
2015-12-23,8:39:12,15:58:04,07:18:52,3,0.2,0,0.02739726,7.3
2015-12-24,8:39:34,15:58:42,07:19:08,1,2.5,0,0.341530055,7.32
2015-12-25,8:39:51,15:59:24,07:19:33,10.4,3.5,0,0.478142077,7.32
2015-12-26,8:40:05,16:00:10,07:20:05,9.2,0,0,0,7.33
2015-12-27,8:40:15,16:00:59,07:20:44,0,0,0,0,7.33
2015-12-28,8:40:21,16:01:52,07:21:31,0,0,0,0,7.35
2015-12-29,8:40:23,16:02:48,07:22:25,0,0.6,0,0.081411126,7.37
2015-12-30,8:40:21,16:03:48,07:23:27,0,0,0,0,7.38
2015-12-31,8:40:15,16:04:51,07:24:36,1.8,0,0,0,7.4
2016-01-01,8:40:06,16:05:57,07:25:51,0,0,0,0,7.42
2016-01-02,8:39:53,16:07:07,07:27:14,0,0,0,0,7.45
2016-01-03,8:39:36,16:08:19,07:28:43,0,0,0,0,7.47
2016-01-04,8:39:15,16:09:35,07:30:20,0,1.1,0,0.146666667,7.5
2016-01-05,8:38:50,16:10:53,07:32:03,0,2.7,0,0.358565737,7.53
2016-01-06,8:38:22,16:12:14,07:33:52,0,4.8,0,0.635761589,7.55
2016-01-07,8:37:50,16:13:38,07:35:48,5.7,0.2,0,0.026385224,7.58
2016-01-08,8:37:15,16:15:05,07:37:50,3.6,0,3,0,7.62
2016-01-09,8:36:36,16:16:34,07:39:58,0,1.8,0,0.235294118,7.65
2016-01-10,8:35:53,16:18:06,07:42:13,5.4,0,0,0,7.7
2016-01-11,8:35:07,16:19:39,07:44:32,0.5,0.4,0,0.051746442,7.73
2016-01-12,8:34:18,16:21:16,07:46:58,5.3,0,0,0,7.77
2016-01-13,8:33:25,16:22:54,07:49:29,0.7,0,0,0,7.82
2016-01-14,8:32:29,16:24:34,07:52:05,0.5,0,0,0,7.87
2016-01-15,8:31:30,16:26:16,07:54:46,0,0,0,0,7.9
2016-01-16,8:30:27,16:28:00,07:57:33,0.1,0,0,0,7.95
2016-01-17,8:29:22,16:29:46,08:00:24,0,2.7,0,0.3375,8
2016-01-18,8:28:13,16:31:33,08:03:20,0,1.7,0,0.211180124,8.05
2016-01-19,8:27:01,16:33:22,08:06:21,0.5,0,1,0,8.1
2016-01-20,8:25:47,16:35:12,08:09:25,0,0.8,1,0.098159509,8.15
2016-01-21,8:24:30,16:37:04,08:12:34,0,2.5,1,0.304878049,8.2
2016-01-22,8:23:10,16:38:57,08:15:47,3.1,4.9,1,0.593939394,8.25
2016-01-23,8:21:47,16:40:51,08:19:04,0,0,3,0,8.32
2016-01-24,8:20:21,16:42:46,08:22:25,2,0.1,1,0.011947431,8.37
2016-01-25,8:18:53,16:44:42,08:25:49,0,0,0,0,8.42
2016-01-26,8:17:23,16:46:39,08:29:16,5,0.6,0,0.070754717,8.48
2016-01-27,8:15:50,16:48:37,08:32:47,6.6,0,0,0,8.53
2016-01-28,8:14:14,16:50:36,08:36:22,0.2,3.2,0,0.372093023,8.6
2016-01-29,8:12:37,16:52:35,08:39:58,13.5,0,0,0,8.65
2016-01-30,8:10:57,16:54:35,08:43:38,13.9,0.2,0,0.02293578,8.72
2016-01-31,8:09:15,16:56:36,08:47:21,14.9,0.1,0,0.011389522,8.78
2016-02-01,8:07:30,16:58:36,08:51:06,4.4,0,0,0,8.85
2016-02-02,8:05:44,17:00:38,08:54:54,3.8,0,0,0,8.9
2016-02-03,8:03:56,17:02:40,08:58:44,2.8,0.5,0,0.05574136,8.97
2016-02-04,8:02:06,17:04:42,09:02:36,1.1,2.3,0,0.254706534,9.03
2016-02-05,8:00:14,17:06:44,09:06:30,2,0,0,0,9.1
2016-02-06,7:58:20,17:08:47,09:10:27,0,0.1,0,0.010905125,9.17
2016-02-07,7:56:24,17:10:49,09:14:25,0.8,0.7,0,0.075839653,9.23
2016-02-08,7:54:27,17:12:52,09:18:25,19.1,0.7,0,0.075268817,9.3
2016-02-09,7:52:28,17:14:55,09:22:27,19.5,2.4,0,0.256136606,9.37
2016-02-10,7:50:27,17:16:58,09:26:31,0.6,0.1,0,0.010604454,9.43
2016-02-11,7:48:25,17:19:01,09:30:36,3.8,0.4,0,0.042105263,9.5
2016-02-12,7:46:21,17:21:04,09:34:43,1.8,0.2,0,0.020898642,9.57
2016-02-13,7:44:16,17:23:07,09:38:51,0,0.4,0,0.041536864,9.63
2016-02-14,7:42:10,17:25:09,09:42:59,1.6,0,0,0,9.7
2016-02-15,7:40:02,17:27:12,09:47:10,0,0,0,0,9.78
2016-02-16,7:37:53,17:29:14,09:51:21,0,7.8,0,0.791878173,9.85
2016-02-17,7:35:43,17:31:17,09:55:34,0.2,6.8,0,0.685483871,9.92
2016-02-18,7:33:31,17:33:19,09:59:48,0,2.5,0,0.250501002,9.98
2016-02-19,7:31:18,17:35:21,10:04:03,1,1,0,0.099304866,10.07
2016-02-20,7:29:04,17:37:22,10:08:18,8.8,0,0,0,10.13
2016-02-21,7:26:50,17:39:24,10:12:34,8.8,0,0,0,10.2
2016-02-22,7:24:34,17:41:25,10:16:51,0.5,0.9,0,0.087633885,10.27
2016-02-23,7:22:17,17:43:26,10:21:09,1.5,6,0,0.579710145,10.35
2016-02-24,7:19:59,17:45:26,10:25:27,0.2,6.1,0,0.585412668,10.42
2016-02-25,7:17:40,17:47:26,10:29:46,2.8,2.6,0,0.248091603,10.48
2016-02-26,7:15:21,17:49:26,10:34:05,0,3.5,0,0.331125828,10.57
2016-02-27,7:13:00,17:51:26,10:38:26,0,1.8,0,0.169332079,10.63
